Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
PAX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC073934.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SND1	5353	6226	4504	8984	4392	5208	6899	4939	6230	4406	7499	4776	5606	5628	7685	6180	3106	6149	5517	4348	4783	4196	5668	3797
AC006529.1	3	9	1	23	3	5	5	1	0	2	5	1	8	3	1	6	0	10	2	7	0	0	17	2
SND1-IT1	0	1	1	0	0	0	1	0	4	0	2	0	0	0	0	0	1	0	0	1	0	2	0	2
LRRC4	7	7	7	5	0	2	0	1	1	0	3	0	0	1	3	1	1	2	3	6	1	2	8	5
MIR593	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MIR129-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEP	0	0	0	0	1	2	0	0	0	0	0	1	2	1	0	0	0	7	0	0	0	0	1	0
AC018635.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM28	287	352	298	444	236	373	512	283	305	223	336	144	308	405	409	393	268	440	297	203	361	280	265	220
AC018635.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RNU7-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRT4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0
IMPDH1	1185	1217	922	2220	996	1293	1812	1204	1496	1063	1786	1064	1378	1554	1994	1366	713	1677	1587	1961	975	774	1620	653
AC010655.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU7-54P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010655.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HILPDA	88	82	51	115	74	117	99	56	104	58	87	28	132	108	156	98	65	190	76	45	63	69	70	41
AC010655.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC010655.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL2B	170	221	150	234	192	255	351	212	208	161	231	107	201	312	259	266	168	336	202	96	258	194	242	148
AC010655.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090114.2	32	72	57	97	38	111	88	67	73	87	116	76	90	128	123	113	42	138	141	97	49	53	60	49
AC090114.3	7	3	3	7	1	1	3	1	1	3	2	1	1	4	2	0	7	1	2	2	2	8	3	0
AC090114.1	30	47	17	66	45	61	46	34	39	40	110	40	32	20	75	88	43	87	37	25	29	42	47	31
AC108010.1	10	9	11	13	9	29	21	21	7	10	11	4	17	25	31	34	21	32	12	10	9	13	8	5
AC018638.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-177P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018638.4	27	26	28	59	38	49	65	71	42	43	32	14	56	34	55	50	32	43	26	27	11	28	27	12
AC018638.2	13	14	8	57	20	32	30	17	13	18	17	4	13	18	13	24	13	24	12	39	15	12	27	2
AC018638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018638.5	16	14	15	64	17	42	35	30	35	25	48	7	37	36	45	42	25	40	28	23	16	21	49	4
CICP14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018638.7	2	0	0	0	0	1	2	0	1	2	2	2	1	7	2	3	0	8	2	0	1	0	0	0
AC018638.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71F2	13	12	14	24	17	39	26	44	35	34	28	9	11	34	31	33	38	37	14	14	24	26	19	11
AC018638.6	8	4	0	3	2	5	7	9	1	5	5	0	1	6	7	2	2	8	4	1	5	7	4	1
IMP3P2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	1	0	0	0
RNA5SP242	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP243	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71F1	0	2	2	1	3	1	1	2	0	4	4	1	5	2	3	5	0	3	4	0	4	1	2	1
CALU	11966	13441	10137	13262	13677	15671	15506	9839	18104	14188	13671	3398	11551	17515	15788	10608	14214	20732	13933	7536	14511	11112	9313	8436
RN7SL81P	1	2	6	4	4	3	12	6	11	10	7	0	1	10	7	12	2	5	6	1	7	14	2	2
OPN1SW	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC136	121	134	87	155	118	151	146	144	154	106	115	70	84	88	101	100	90	128	101	61	143	125	76	58
FLNC	13147	15797	9080	27557	7814	8055	12568	9822	12985	10883	12214	9900	10588	8915	9348	10842	5859	12599	11340	17129	9534	11795	18412	5864
FLNC-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCP	0	2	3	15	0	3	12	1	2	0	1	2	2	0	5	5	2	3	3	5	1	3	8	1
ATP6V1F	2104	2129	1424	4211	989	1539	2313	1522	1596	1263	2200	1195	1459	1614	2289	1521	712	2559	1586	1702	1309	1274	2598	1137
ATP6V1FNB	11	14	2	14	7	11	13	7	4	11	6	2	14	6	15	10	2	8	1	1	6	3	4	0
AC025594.1	11	16	4	50	15	21	3	2	9	14	34	3	9	5	2	29	11	31	11	21	9	14	32	0
IRF5	1	1	1	2	9	18	6	3	24	25	25	12	37	33	42	30	6	29	17	29	12	13	7	5
AC025594.2	0	0	4	1	1	2	0	2	4	1	3	1	0	4	7	5	0	3	1	0	0	2	5	1
TNPO3	980	1242	986	1460	1196	1387	2211	1613	1786	1291	2208	1119	1238	1801	2835	2733	1156	1641	2007	1164	1388	1278	1396	1298
RN7SL306P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODCP	4	8	1	2	3	3	3	0	4	1	13	0	1	1	4	4	2	6	2	0	2	3	5	2
TPI1P2	20	27	15	36	23	22	32	19	31	24	29	9	8	18	47	36	13	36	26	21	10	11	31	17
AC018639.1	29	26	2	30	33	31	13	14	14	30	51	3	9	7	25	34	32	66	19	8	11	27	34	6
AC011005.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011005.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC011005.1	102	105	35	167	94	161	53	48	66	64	293	60	48	36	134	227	98	191	74	60	62	47	142	44
TSPAN33	1	8	5	26	62	13	83	81	86	53	67	59	16	19	42	52	35	17	28	22	32	10	17	7
RNY1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMO	329	386	359	878	389	336	570	501	285	157	252	150	595	397	665	702	253	464	464	587	241	274	402	135
AC011005.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCYL2	311	365	343	435	178	217	273	202	230	168	224	104	177	195	266	270	193	269	244	160	242	220	196	159
AC009244.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009244.1	9	14	10	13	7	18	11	7	9	10	24	3	5	5	15	21	6	19	11	6	6	8	3	1
STRIP2	567	589	464	761	63	63	84	63	82	33	62	30	70	30	58	74	29	85	68	69	84	67	139	114
SNRPGP3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNU1-72P	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
SMKR1	0	5	2	4	3	4	3	4	5	5	2	0	2	0	1	4	0	11	3	5	6	3	1	2
AC078846.1	11	16	14	36	22	12	28	9	20	12	22	8	17	23	18	13	24	22	12	12	17	14	16	10
NRF1	128	123	95	191	116	108	181	128	93	110	133	77	126	154	202	125	69	162	99	84	116	97	149	83
RNA5SP244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084864.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
UBE2H	3463	4509	3482	5212	3454	3734	3886	2910	4082	2329	3160	1211	3792	3257	3699	3987	2259	5165	3300	1901	3479	3278	2928	1925
AC073320.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073320.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3HC1	241	261	210	326	177	252	267	181	250	170	280	133	262	224	294	262	165	311	255	198	205	194	229	164
RNA5SP245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC10	490	585	412	566	460	559	638	399	625	418	571	212	452	579	785	622	498	682	494	288	523	436	271	256
AC087071.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0
TMEM209	112	113	123	166	132	125	167	120	157	163	130	41	162	170	154	179	173	214	129	81	135	121	116	96
AC087071.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSMEM1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024085.1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CPA2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
CPA4	498	1347	900	1342	576	1439	327	597	1288	210	641	269	3465	677	752	2098	109	2620	2210	1332	1092	1137	1839	835
CPA5	2	0	0	1	0	1	5	0	0	0	0	4	2	0	0	1	0	0	3	2	1	1	1	0
CPA1	0	0	0	0	1	2	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0
CEP41	132	152	130	244	151	166	278	158	193	136	193	131	159	194	265	234	133	258	196	147	180	148	253	181
AC007938.1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	1	0	0	0	0	0	0	0	0
MESTIT1	0	0	0	1	0	0	0	0	3	2	0	1	4	0	1	2	0	1	0	0	2	1	0	0
MEST	375	795	831	988	1313	4007	1102	1357	5142	2165	2934	1477	5432	4045	3687	5105	624	5405	5334	4280	2896	2847	1877	1227
AC007938.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007938.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007938.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007938.2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR335	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
COPG2	407	595	355	461	328	359	447	300	402	266	411	113	313	358	507	413	234	570	381	165	432	389	316	293
AC007938.3	0	2	2	7	0	1	0	0	4	3	6	2	5	3	6	7	0	4	1	3	1	4	1	4
AUXG01000058.1	3	3	6	13	5	39	12	17	23	28	22	8	11	23	21	26	16	25	28	9	5	12	4	12
RNA5SP246	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC234644.1	0	0	0	0	4	0	0	1	0	1	2	0	0	0	0	0	0	2	1	0	0	1	1	0
TSGA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC234644.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
KLF14	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1
AC016831.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016831.6	69	73	37	63	12	15	39	18	14	11	34	5	9	22	33	15	14	14	15	10	21	15	13	23
AC016831.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016831.3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC00513	8	10	3	8	4	3	2	0	2	1	1	0	7	0	2	3	0	4	4	3	1	0	4	1
MIR29A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
AC016831.1	104	82	45	72	11	14	15	16	18	8	11	1	4	9	13	7	12	12	11	12	18	14	20	18
MIR29B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016831.4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC058791.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LINC-PINT	24	22	14	14	15	25	24	19	12	11	8	14	11	11	13	19	13	35	15	12	23	9	19	12
RNU6-1010P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MKLN1	506	614	446	526	474	600	568	365	595	348	468	378	344	496	748	649	503	699	561	301	553	450	354	425
AC009362.1	11	13	5	7	3	24	12	9	9	15	27	5	13	3	20	23	17	18	8	6	3	11	12	3
MKLN1-AS	38	62	28	57	34	48	74	48	33	24	66	41	43	58	66	59	25	53	58	30	28	28	39	45
AC008264.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PODXL	24	35	16	56	126	133	344	128	201	359	405	67	59	96	105	55	261	173	115	174	88	77	142	120
AC008264.1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	3	1	0	0	0	0
EEF1B2P6	62	66	36	95	119	115	167	80	110	74	235	42	99	72	144	147	84	295	79	61	86	67	131	57
AC093106.1	2	2	0	2	2	5	2	1	2	5	2	0	1	1	2	8	0	1	0	2	1	1	8	0
AC093106.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB9P2	15	17	16	17	16	32	16	9	16	15	46	5	3	5	24	28	18	33	11	7	14	15	23	4
AC009518.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AC009518.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009518.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
AC105443.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNA4	15	17	81	198	67	72	204	205	201	156	270	85	916	631	810	738	105	112	231	351	158	146	644	304
AC018643.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
AC009365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009365.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009365.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD3	718	931	690	1029	517	779	877	514	634	405	824	435	515	706	850	696	440	764	753	443	604	542	493	610
AC009365.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008038.1	680	1062	374	1500	1308	1588	1112	721	1008	902	2861	241	787	605	1691	2146	1199	2606	777	538	785	696	1590	295
MIR3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-92P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083873.1	30	47	12	59	42	63	32	13	46	35	91	12	25	17	47	74	51	74	38	21	39	25	41	20
EXOC4	1260	1677	1125	1624	971	1301	1151	830	1463	923	1382	716	1131	1217	1653	1464	734	1677	1095	725	1087	869	837	735
MIR6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX5BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007790.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LRGUK	0	1	2	2	0	2	5	1	4	5	3	2	3	1	3	7	0	4	4	1	1	2	2	3
AC008154.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35B4	460	542	339	521	444	440	330	262	515	391	354	145	338	401	340	300	373	685	364	232	484	371	311	241
AC008154.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009275.1	37	45	44	50	5	19	10	9	20	13	33	9	13	12	23	12	7	23	20	12	19	16	26	36
AKR1B1	29509	25688	12720	23811	4054	9743	3361	2269	5212	1612	2986	1532	4054	2426	3435	3077	1496	6359	4000	2953	7791	3831	6448	3022
AKR1B10	2	11	33	40	13	30	85	29	11	4	28	23	13	32	54	41	28	35	98	38	14	21	48	25
AKR1B15	0	0	0	0	0	0	0	0	1	2	1	2	2	0	2	1	0	0	2	4	0	1	1	0
BPGM	122	147	116	170	357	416	1051	505	399	553	1006	265	277	528	828	369	502	767	561	276	307	317	238	236
AC009276.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALD1	9377	15525	13813	15905	28896	24695	38087	21726	40696	36150	36550	18799	14304	34503	30760	21963	30187	27989	21098	11004	31808	28832	12547	12630
AC083870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AGBL3	3	8	4	5	2	10	5	8	6	1	3	1	7	8	18	10	7	17	11	10	8	13	11	2
CYREN	300	313	254	515	215	274	398	253	227	236	326	127	267	403	524	343	213	314	290	260	237	254	288	164
AC083862.1	2	8	2	14	8	12	4	2	5	3	12	2	3	5	12	11	7	22	4	3	11	2	8	2
TMEM140	67	102	80	129	86	112	89	88	130	72	76	58	97	85	104	100	56	131	69	69	77	51	93	48
AC083862.2	7	5	10	2	8	11	7	7	17	9	6	4	9	8	7	5	8	11	5	2	6	3	3	2
AC083862.3	2	6	5	7	3	3	1	1	8	3	2	4	3	3	4	6	6	7	1	1	1	0	2	0
WDR91	56	92	72	146	82	103	183	152	97	114	134	44	135	164	207	155	76	127	101	97	93	98	113	51
AC009542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR6509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
STRA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC009542.2	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CNOT4	323	341	329	463	250	349	430	278	356	236	395	210	362	378	477	374	240	381	345	213	263	297	302	319
SDHDP2	4	0	1	3	8	8	2	1	1	2	11	0	2	1	6	4	2	2	2	2	1	3	8	0
NUP205	640	783	482	686	496	602	580	383	606	368	583	218	520	525	753	733	408	949	614	303	624	478	433	503
AC093107.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AC093107.1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	4	4	0	2	1
STMP1	505	625	605	702	530	785	859	464	887	538	991	281	545	830	1389	801	535	864	661	340	609	540	422	459
RNU6-1154P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A4	3	7	2	3	0	1	3	1	1	0	4	0	2	3	2	1	2	2	4	5	0	2	3	1
AC091736.1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM180A	136	112	88	138	65	145	62	48	41	30	59	8	61	48	41	90	33	208	152	199	53	51	84	116
AC015987.1	1	0	0	1	4	2	7	4	3	1	6	1	1	0	2	6	1	2	0	0	1	4	0	0
MTPN	2799	3543	2262	3824	2356	2308	2686	1811	2750	1790	3055	1144	1852	2400	3308	2790	2057	3830	2476	1952	2641	2030	2145	1896
LUZP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-223P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024084.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078845.1	2	6	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZP3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC1P3	0	7	1	2	2	4	0	1	2	0	3	0	2	1	0	1	1	5	2	0	2	1	2	2
CHRM2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MIR490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P51	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AC009517.1	0	0	0	3	2	1	1	0	0	1	2	0	0	0	0	1	2	2	0	0	1	3	5	2
PTN	7	16	14	20	52	76	54	53	33	44	30	2	164	80	63	85	25	98	88	70	45	57	68	72
AC078842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078842.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC078842.2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	0
DGKI	112	178	108	136	133	122	108	71	165	64	98	73	90	96	116	123	67	127	83	44	174	120	87	64
AC090498.1	47	64	16	110	56	47	69	38	29	60	192	23	53	16	85	96	36	172	55	42	42	27	81	24
AC009245.1	144	227	49	255	202	236	134	74	146	190	445	40	116	50	188	355	190	399	119	96	159	123	302	52
CREB3L2	739	743	548	1100	1085	975	1419	840	1178	1485	1056	334	1038	1916	1330	796	1696	1193	1089	783	813	821	846	558
CREB3L2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	1	1	0	0	3	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0
AC009263.1	2	0	0	1	1	0	2	1	2	4	1	0	2	3	5	1	2	4	0	0	3	1	2	0
AC024082.1	3	1	0	2	1	2	0	0	1	0	6	0	1	0	0	2	1	0	0	2	3	1	3	0
AC024082.2	3	2	1	1	3	0	0	0	1	0	3	4	0	1	1	1	2	1	2	0	1	2	5	5
RN7SKP223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P3	0	1	0	1	1	0	0	0	0	2	0	0	0	0	2	1	1	1	0	0	1	0	0	0
MIR4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083867.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083867.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008155.1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0
PTMAP10	6	5	7	6	3	1	6	3	1	4	4	5	1	5	8	5	3	4	7	3	4	8	6	9
IMPDH1P3	0	1	2	4	1	2	2	0	0	1	1	1	5	1	5	8	0	4	2	3	0	1	1	0
TRIM24	353	501	404	531	151	206	197	110	582	324	402	206	232	234	325	321	117	305	208	115	332	341	219	287
AC013429.2	0	1	1	0	3	0	1	0	0	2	1	1	1	1	0	2	0	0	2	3	0	0	2	2
SVOPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC013429.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013429.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
AC020983.1	4	1	5	4	4	1	2	3	1	1	2	1	2	0	2	2	4	1	6	1	4	3	2	2
UQCRFS1P2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP6V0A4	27	30	17	20	3	8	2	0	19	14	9	9	7	24	11	9	0	12	12	3	19	14	8	3
TMEM213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1549	193	223	120	319	208	178	130	98	427	295	125	84	216	254	179	147	167	283	177	130	211	187	177	83
RNU6-1272P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3HAV1L	29	19	8	22	39	29	47	20	34	24	36	11	44	30	43	46	48	27	21	15	30	35	25	14
ZC3HAV1	446	589	501	708	566	768	671	479	865	544	671	329	499	487	560	585	503	794	604	456	592	475	433	450
AC018644.1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1
TTC26	50	63	53	76	57	80	81	53	57	43	74	18	49	60	124	74	54	78	71	27	58	45	35	54
AC009220.2	1	4	2	4	2	6	2	3	2	2	3	1	5	1	3	3	2	7	1	3	3	2	7	0
AC009220.3	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	2	0	1	0	0
